id,scope0_id,scope1_id,scope2_id,scope3_id,class_id,kind_id,direction_id,case_id,status_id,value,"value_s","format","value_type","value_attrib0","value_attrib1","unit","description","source","expression","notation","lastmoddate"
87,1,0,0,0,4,19,0,21,1,-1.4813688,"","%.7f","D","basic","scalar","deg day^-1","IAU-recommended value for the rate of change (in degrees per Julian day, calculated from the standard epoch of 1.5 January 2000 = JD 2451545.0 TT) of the ephemeris position of the prime meridian of Venus. The 0-deg meridian is defined by the central peak in the crater Ariadne. The location of the prime meridian is specified by the angle that is measured along the planet's equator in an easterly direction with respect to the planet's north pole from the node Q (located at right ascension 90 deg + \\alpha_0, where \\alpha_0 denotes the right ascension of the north pole of rotation) of the planet's equator on the standard equator to the point B where the prime meridian crosses the planet's equator. The right ascension of the point Q is 90 deg + \\alpha_0 and the inclination of the planet's equator to the standard equator is 90 deg - \\delta_0, where \\delta_0 denotes the declination of the north pole of rotation. (The pair (\\alpha_0, \\delta_0) denotes the standard equatorial coordinates, with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT), of the north pole of rotation, which itself is defined as that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg.) Because the prime meridian is assumed to rotate uniformly with the planet, W accordingly varies linearly with time. In addition, \\alpha_0, \\delta_0, and W may vary with time due to a precession of the axis of rotation of the planet. If W increases with time, the planet has a direct (or prograde) rotation; if W decreases with time, the rotation is said to be retrograde. The numerical value is accurate to 0.1 deg","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","","dW/dt","2006-11-20 17:00:00"
88,1,0,0,0,5,18,0,16,1,0,"","%.2f","D","basic","scalar","deg","IAU-recommended value for the right ascension \\alpha_0 of the north pole of rotation of Earth. The pair (\\alpha_0, \\delta_0) denotes standard equatorial coordinates with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT). The north pole is that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg. The numerical value shall be used for comparative purposes only","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","","\\alpha_0","2006-11-20 17:00:00"
89,1,0,0,0,5,18,0,18,1,0,"","%.8f","D","derived","scalar","deg day^-1","IAU-recommended value for the rate of change (in degrees per Julian day, calculated from the standard epoch) of the right ascension \\alpha_0 of the north pole of rotation of Earth. The pair (\\alpha_0, \\delta_0) denotes standard equatorial coordinates with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT). The north pole is that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg. The numerical value shall be used for comparative purposes only","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","-0.641/36525","d\\alpha_0/dt","2006-11-20 17:00:00"
90,1,0,0,0,5,18,0,17,1,90,"","%.2f","D","basic","scalar","deg","IAU-recommended value for the declination \\delta_0 of the north pole of rotation of Earth. The pair (\\alpha_0, \\delta_0) denotes standard equatorial coordinates with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT). The north pole is that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg. The numerical value shall be used for comparative purposes only","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","","\\delta_0","2006-11-20 17:00:00"
91,1,0,0,0,5,18,0,19,1,0,"","%.8f","D","derived","scalar","deg day^-1","IAU-recommended value for the rate of change (in degrees per Julian day, calculated from the standard epoch) of the declination \\delta_0 of the north pole of rotation of Earth. The pair (\\alpha_0, \\delta_0) denotes standard equatorial coordinates with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT). The north pole is that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg. The numerical value shall be used for comparative purposes only","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","-0.557/36525","d\\delta_0/dt","2006-11-20 17:00:00"
92,1,0,0,0,5,19,0,20,1,190.147,"","%.3f","D","basic","scalar","deg","IAU-recommended value for the ephemeris position of the prime meridian of Earth. The location of the prime meridian is specified by the angle that is measured along the planet's equator in an easterly direction with respect to the planet's north pole from the node Q (located at right ascension 90 deg + \\alpha_0, where \\alpha_0 denotes the right ascension of the north pole of rotation) of the planet's equator on the standard equator to the point B where the prime meridian crosses the planet's equator. The right ascension of the point Q is 90 deg + \\alpha_0 and the inclination of the planet's equator to the standard equator is 90 deg - \\delta_0, where \\delta_0 denotes the declination of the north pole of rotation. (The pair (\\alpha_0, \\delta_0) denotes the standard equatorial coordinates, with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT), of the north pole of rotation, which itself is defined as that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg.) Because the prime meridian is assumed to rotate uniformly with the planet, W accordingly varies linearly with time. In addition, \\alpha_0, \\delta_0, and W may vary with time due to a precession of the axis of rotation of the planet. If W increases with time, the planet has a direct (or prograde) rotation; if W decreases with time, the rotation is said to be retrograde. The numerical value shall be used for comparative purposes only","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","","W","2006-11-20 17:00:00"
93,1,0,0,0,5,19,0,21,1,360.9856235,"","%.7f","D","basic","scalar","deg day^-1","IAU-recommended value for the rate of change (in degrees per Julian day, calculated from the standard epoch of 1.5 January 2000 = JD 2451545.0 TT) of the ephemeris position of the prime meridian of Earth. The location of the prime meridian is specified by the angle that is measured along the planet's equator in an easterly direction with respect to the planet's north pole from the node Q (located at right ascension 90 deg + \\alpha_0, where \\alpha_0 denotes the right ascension of the north pole of rotation) of the planet's equator on the standard equator to the point B where the prime meridian crosses the planet's equator. The right ascension of the point Q is 90 deg + \\alpha_0 and the inclination of the planet's equator to the standard equator is 90 deg - \\delta_0, where \\delta_0 denotes the declination of the north pole of rotation. (The pair (\\alpha_0, \\delta_0) denotes the standard equatorial coordinates, with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT), of the north pole of rotation, which itself is defined as that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg.) Because the prime meridian is assumed to rotate uniformly with the planet, W accordingly varies linearly with time. In addition, \\alpha_0, \\delta_0, and W may vary with time due to a precession of the axis of rotation of the planet. If W increases with time, the planet has a direct (or prograde) rotation; if W decreases with time, the rotation is said to be retrograde. The numerical value shall be used for comparative purposes only","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","","dW/dt","2006-11-20 17:00:00"
94,1,0,0,0,6,18,0,16,1,317.68143,"","%.5f","D","basic","scalar","deg","IAU-recommended value for the right ascension \\alpha_0 of the north pole of rotation of Mars. The pair (\\alpha_0, \\delta_0) denotes standard equatorial coordinates with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT). The north pole is that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg. The numerical value is accurate to 0.0001 deg","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","","\\alpha_0","2006-11-20 17:00:00"
95,1,0,0,0,6,18,0,18,1,0,"","%.10f","D","derived","scalar","deg day^-1","IAU-recommended value for the rate of change (in degrees per Julian day, calculated from the standard epoch) of the right ascension \\alpha_0 of the north pole of rotation of Mars. The pair (\\alpha_0, \\delta_0) denotes standard equatorial coordinates with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT). The north pole is that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg. The numerical value is accurate to 0.0001 deg","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","-0.1061/36525","d\\alpha_0/dt","2006-11-20 17:00:00"
96,1,0,0,0,6,18,0,17,1,52.8865,"","%.5f","D","basic","scalar","deg","IAU-recommended value for the declination \\delta_0 of the north pole of rotation of Mars. The pair (\\alpha_0, \\delta_0) denotes standard equatorial coordinates with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT). The north pole is that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg. The numerical value is accurate to 0.0001 deg","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","","\\delta_0","2006-11-20 17:00:00"
97,1,0,0,0,6,18,0,19,1,0,"","%.10f","D","derived","scalar","deg day^-1","IAU-recommended value for the rate of change (in degrees per Julian day, calculated from the standard epoch) of the declination \\delta_0 of the north pole of rotation of Mars. The pair (\\alpha_0, \\delta_0) denotes standard equatorial coordinates with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT). The north pole is that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg. The numerical value is accurate to 0.0001 deg","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","-0.0609/36525","d\\delta_0/dt","2006-11-20 17:00:00"
98,1,0,0,0,6,19,0,20,1,176.63,"","%.3f","D","basic","scalar","deg","IAU-recommended value for the ephemeris position of the prime meridian of Mars. The 0-deg meridian is defined by the crater Airy-0. The location of the prime meridian is specified by the angle that is measured along the planet's equator in an easterly direction with respect to the planet's north pole from the node Q (located at right ascension 90 deg + \\alpha_0, where \\alpha_0 denotes the right ascension of the north pole of rotation) of the planet's equator on the standard equator to the point B where the prime meridian crosses the planet's equator. The right ascension of the point Q is 90 deg + \\alpha_0 and the inclination of the planet's equator to the standard equator is 90 deg - \\delta_0, where \\delta_0 denotes the declination of the north pole of rotation. (The pair (\\alpha_0, \\delta_0) denotes the standard equatorial coordinates, with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT), of the north pole of rotation, which itself is defined as that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg.) Because the prime meridian is assumed to rotate uniformly with the planet, W accordingly varies linearly with time. In addition, \\alpha_0, \\delta_0, and W may vary with time due to a precession of the axis of rotation of the planet. If W increases with time, the planet has a direct (or prograde) rotation; if W decreases with time, the rotation is said to be retrograde. The numerical value is accurate to 0.01 deg","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","","W","2006-11-20 17:00:00"
99,1,0,0,0,6,19,0,21,1,350.89198226,"","%.8f","D","basic","scalar","deg day^-1","IAU-recommended value for the rate of change (in degrees per Julian day, calculated from the standard epoch of 1.5 January 2000 = JD 2451545.0 TT) of the ephemeris position of the prime meridian of Mars. The 0-deg meridian is defined by the crater Airy-0. The location of the prime meridian is specified by the angle that is measured along the planet's equator in an easterly direction with respect to the planet's north pole from the node Q (located at right ascension 90 deg + \\alpha_0, where \\alpha_0 denotes the right ascension of the north pole of rotation) of the planet's equator on the standard equator to the point B where the prime meridian crosses the planet's equator. The right ascension of the point Q is 90 deg + \\alpha_0 and the inclination of the planet's equator to the standard equator is 90 deg - \\delta_0, where \\delta_0 denotes the declination of the north pole of rotation. (The pair (\\alpha_0, \\delta_0) denotes the standard equatorial coordinates, with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT), of the north pole of rotation, which itself is defined as that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg.) Because the prime meridian is assumed to rotate uniformly with the planet, W accordingly varies linearly with time. In addition, \\alpha_0, \\delta_0, and W may vary with time due to a precession of the axis of rotation of the planet. If W increases with time, the planet has a direct (or prograde) rotation; if W decreases with time, the rotation is said to be retrograde. The numerical value is accurate to 0.01 deg","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","","dW/dt","2006-11-20 17:00:00"
100,1,0,0,0,8,18,0,16,1,268.05,"","%.2f","D","basic","scalar","deg","IAU-recommended value for the right ascension \\alpha_0 of the north pole of rotation of Jupiter. The pair (\\alpha_0, \\delta_0) denotes standard equatorial coordinates with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT). The north pole is that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg. The numerical value is accurate to 0.1 deg","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","","\\alpha_0","2006-11-20 17:00:00"
101,1,0,0,0,8,18,0,18,1,0,"","%.10f","D","derived","scalar","deg day^-1","IAU-recommended value for the rate of change (in degrees per Julian day, calculated from the standard epoch) of the right ascension \\alpha_0 of the north pole of rotation of Jupiter. The pair (\\alpha_0, \\delta_0) denotes standard equatorial coordinates with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT). The north pole is that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg. The numerical value is accurate to 0.1 deg","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","-0.009/36525","d\\alpha_0/dt","2006-11-20 17:00:00"
102,1,0,0,0,8,18,0,17,1,64.49,"","%.2f","D","basic","scalar","deg","IAU-recommended value for the declination \\delta_0 of the north pole of rotation of Jupiter. The pair (\\alpha_0, \\delta_0) denotes standard equatorial coordinates with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT). The north pole is that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg. The numerical value is accurate to 0.1 deg","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","","\\delta_0","2006-11-20 17:00:00"
103,1,0,0,0,8,18,0,19,1,0,"","%.10f","D","derived","scalar","deg day^-1","IAU-recommended value for the rate of change (in degrees per Julian day, calculated from the standard epoch) of the declination \\delta_0 of the north pole of rotation of Jupiter. The pair (\\alpha_0, \\delta_0) denotes standard equatorial coordinates with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT). The north pole is that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg. The numerical value is accurate to 0.1 deg","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","0.003/36525","d\\delta_0/dt","2006-11-20 17:00:00"
104,1,0,0,0,8,19,0,20,1,284.95,"","%.2f","D","basic","scalar","deg","IAU-recommended value for the ephemeris position of the prime meridian of Jupiter. The prime meridian refers to the rotation of the magnetic field System III. System I (W_{I} = 67.1 deg + 877.900 deg day^-1) refers to the mean atmospheric equatorial rotation. System II (W_{II} = 43.3 deg + 870.270 deg day^-1) refers to the mean atmospheric rotation north of the south component of the north equatorial belt, and south of the north component of the south equatorial belt. The location of the prime meridian is specified by the angle that is measured along the planet's equator in an easterly direction with respect to the planet's north pole from the node Q (located at right ascension 90 deg + \\alpha_0, where \\alpha_0 denotes the right ascension of the north pole of rotation) of the planet's equator on the standard equator to the point B where the prime meridian crosses the planet's equator. The right ascension of the point Q is 90 deg + \\alpha_0 and the inclination of the planet's equator to the standard equator is 90 deg - \\delta_0, where \\delta_0 denotes the declination of the north pole of rotation. (The pair (\\alpha_0, \\delta_0) denotes the standard equatorial coordinates, with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT), of the north pole of rotation, which itself is defined as that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg.) Because the prime meridian is assumed to rotate uniformly with the planet, W accordingly varies linearly with time. In addition, \\alpha_0, \\delta_0, and W may vary with time due to a precession of the axis of rotation of the planet. If W increases with time, the planet has a direct (or prograde) rotation; if W decreases with time, the rotation is said to be retrograde. The numerical value is accurate to 0.1 deg","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","","W = W_{III}","2006-11-20 17:00:00"
105,1,0,0,0,8,19,0,21,1,870.536642,"","%.7f","D","basic","scalar","deg day^-1","IAU-recommended value for the rate of change (in degrees per Julian day, calculated from the standard epoch of 1.5 January 2000 = JD 2451545.0 TT) of the ephemeris position of the prime meridian of Jupiter. The prime meridian refers to the rotation of the magnetic field System III. System I (W_{I} = 67.1 deg + 877.900 deg day^-1) refers to the mean atmospheric equatorial rotation. System II (W_{II} = 43.3 deg + 870.270 deg day^-1) refers to the mean atmospheric rotation north of the south component of the north equatorial belt, and south of the north component of the south equatorial belt. The location of the prime meridian is specified by the angle that is measured along the planet's equator in an easterly direction with respect to the planet's north pole from the node Q (located at right ascension 90 deg + \\alpha_0, where \\alpha_0 denotes the right ascension of the north pole of rotation) of the planet's equator on the standard equator to the point B where the prime meridian crosses the planet's equator. The right ascension of the point Q is 90 deg + \\alpha_0 and the inclination of the planet's equator to the standard equator is 90 deg - \\delta_0, where \\delta_0 denotes the declination of the north pole of rotation. (The pair (\\alpha_0, \\delta_0) denotes the standard equatorial coordinates, with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT), of the north pole of rotation, which itself is defined as that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg.) Because the prime meridian is assumed to rotate uniformly with the planet, W accordingly varies linearly with time. In addition, \\alpha_0, \\delta_0, and W may vary with time due to a precession of the axis of rotation of the planet. If W increases with time, the planet has a direct (or prograde) rotation; if W decreases with time, the rotation is said to be retrograde. The numerical value is accurate to 0.1 deg","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","","dW/dt","2006-11-20 17:00:00"
106,1,0,0,0,9,18,0,16,1,40.589,"","%.3f","D","basic","scalar","deg","IAU-recommended value for the right ascension \\alpha_0 of the north pole of rotation of Saturn. The pair (\\alpha_0, \\delta_0) denotes standard equatorial coordinates with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT). The north pole is that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg. The numerical value is accurate to 0.01 deg","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","","\\alpha_0","2006-11-20 17:00:00"
107,1,0,0,0,9,18,0,18,1,0,"","%.8f","D","derived","scalar","deg day^-1","IAU-recommended value for the rate of change (in degrees per Julian day, calculated from the standard epoch) of the right ascension \\alpha_0 of the north pole of rotation of Saturn. The pair (\\alpha_0, \\delta_0) denotes standard equatorial coordinates with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT). The north pole is that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg. The numerical value is accurate to 0.01 deg","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","-0.036/36525","d\\alpha_0/dt","2006-11-20 17:00:00"
108,1,0,0,0,9,18,0,17,1,83.537,"","%.3f","D","basic","scalar","deg","IAU-recommended value for the declination \\delta_0 of the north pole of rotation of Saturn. The pair (\\alpha_0, \\delta_0) denotes standard equatorial coordinates with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT). The north pole is that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg. The numerical value is accurate to 0.01 deg","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","","\\delta_0","2006-11-20 17:00:00"
109,1,0,0,0,9,18,0,19,1,0,"","%.8f","D","derived","scalar","deg day^-1","IAU-recommended value for the rate of change (in degrees per Julian day, calculated from the standard epoch) of the declination \\delta_0 of the north pole of rotation of Saturn. The pair (\\alpha_0, \\delta_0) denotes standard equatorial coordinates with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD 2451545.0 TT). The north pole is that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \\alpha_0 = 273.85 deg and \\delta_0 = 66.99 deg. The numerical value is accurate to 0.01 deg","P.K. Seidelmann, et al., 1 March 2005, 'Report of the IAU/IAG Working Group on Cartographic Coordinates and Rotational Elements: 2003', Celestial Mechanics and Dynamical Astronomy, Volume 91, Numbers 3-4, pages 203-215 (http://astrogeology.usgs.gov/Projects/WGCCRE/constants/iau2000\\_table1.html)","-0.004/36525","d\\delta_0/dt","2006-11-20 17:00:00"
